"Município";"Exercício";"Semestre";"Função de Governo";"Órgão Contratante";"Denominação/Destinação da Obra";"Endereço da Obra";"PPA (previsão)";"LDO (previsão)";"Meta Física Anual/Atendimento da População";"Valor Inicial Previsto";"Valor Total Contratado";"Nome da Empresa Contratada";"Data de Início da Obra";"V. Total dos Termos Aditivos";"Reajuste/Revisão do Contrato em %";"Nível de Execução Física";"Valor Total Pago";"Data Prevista para Conclusão";"Situação da Obra";"Data do Recebimento Definitivo";"Nome do Servidor Responsável";"Observações"
"Batatais";"2015";"1";"Saúde";"Prefeitura Municipal da Estância Turística de Batatais";"Construção UBS - Nossa Senhora Auxiliadora";"Av. Moacir Dias de Morais - C.H. Nossa Sra. Auxiliadora";"sim";"sim";"ok";"R$ 768.674,86 ";"R$ 575.962,66 ";"Thera Engenharia LTDA EPP";"19/05/2014";"";"";"";"R$ 331.240,21 ";"30/12/2015";"Em andamento";"";"Eng. Klebert A. F. Cardoso";""
"Batatais";"2015";"1";"Saúde";"Prefeitura Municipal da Estância Turística de Batatais";"Construção UBS - JD São Carlos";"Rua Amadeu Tassinari - São Carlos";"sim";"sim";"ok";"R$ 861.933,39 ";"R$ 735.200,00 ";"MGI Construtora  e Engenharia LTDA EPP";"06/12/2013";"R$ 27.621,96 ";"";"";"R$ 540.666,98 ";"05/08/2015";"Em andamento";"";"Eng. Klebert A. F. Cardoso";""
"Batatais";"2015";"1";"Educação";"Prefeitura Municipal da Estância Turística de Batatais";"Const. Quadra Coberta Escola Ana Bonagura - JD Elena";" Rua Gimenez Ricci - Jd Elena";"sim";"sim";"ok";"R$ 509.976,60 ";"R$ 509.676,60 ";"Analia da Silva Contrutora ME";"10/11/2014";"";"";"";"R$ 101.994,11 ";"07/08/2014";"Em andamento";"";"Eng. Paulo Sergio Marques Moreira";""
"Batatais";"2015";"1";"Saneamento";"Prefeitura Municipal da Estância Turística de Batatais";"Melhoria Abastecimento Agua - Edutora e Poço";"Marginal , Rod. Altino Arantes - Cayapós";"sim";"sim";"ok";"R$ 1.370.020,00 ";"R$ 1.205.600,00 ";"Mandaguai Poços Artesianos LTDA- EPP";"27/02/2014";"R$ 101.543,40 ";"";"";"R$ 1.307.143,44 ";"06/09/2014";"Concluída";"06/09/2014";"Eng. Tadeu Soares Ramos Cabete";""
"Batatais";"2015";"1";"Saneamento";"Prefeitura Municipal da Estância Turística de Batatais";"Melhoria Abastecimento Agua - Posto Transf. Cabine de Força";"Marginal , Rod. Altino Arantes - Cayapós";"sim";"sim";"ok";"R$ 45.961,00 ";"R$ 39.167,55 ";"Eletrotécnica Pirez LTDA";"18/06/2014";"";"";"";"R$ 39.167,55 ";"18/07/2014";"Concluída";"18/07/2014";"Eng. Tadeu Soares Ramos Cabete";""
"Batatais";"2015";"1";"Saneamento";"Prefeitura Municipal da Estância Turística de Batatais";"Adutora Sist. de Abast.de Agua Santa Cruz  (Materiais)";"Estrada Municipal Geraldo Marinheiro e Ayrton Sena - Araras";"sim";"sim";"?";"R$ 891.384,55 ";"R$ 616.111,60 ";"Diversas - Relação abaixo";"09/12/2014";"";"";"";"R$ 616.111,60 ";"16/06/2016";"Em andamento";"";"Eng. Tadeu Soares Ramos Cabete";""
"Batatais";"2015";"1";"";"";"Adutora Sist. de Abast.de Agua Santa Cruz  (Materiais)";"Estrada Municipal Geraldo Marinheiro e Ayrton Sena - Araras";"";"";"";"";"R$ 3.308,30 ";"Hidrosaneamento LTDA EPP";"";"";"";"";"R$ 3.308,30 ";"";"";"";"Eng. Tadeu Soares Ramos Cabete";""
"Batatais";"2015";"1";"";"";"Adutora Sist. de Abast.de Agua Santa Cruz  (Materiais)";"Estrada Municipal Geraldo Marinheiro e Ayrton Sena - Araras";"";"";"";"";"R$ 15.890,30 ";"Hds Comercial Hidraulica e Saneamento LTDA";"";"";"";"";"R$ 15.890,30 ";"";"";"";"Eng. Tadeu Soares Ramos Cabete";""
"Batatais";"2015";"1";"";"";"Adutora Sist. de Abast.de Agua Santa Cruz  (Materiais)";"Estrada Municipal Geraldo Marinheiro e Ayrton Sena - Araras";"";"";"";"";"R$ 3.974,30 ";"Trebian Comercial LTDA ME";"";"";"";"";"R$ 3.974,30 ";"";"";"";"Eng. Tadeu Soares Ramos Cabete";""
"Batatais";"2015";"1";"";"";"Adutora Sist. de Abast.de Agua Santa Cruz  (Materiais)";"Estrada Municipal Geraldo Marinheiro e Ayrton Sena - Araras";"";"";"";"";"R$ 194.600,00 ";"Caetano Comercio e Serviços de Engenharia LTDA";"";"";"";"";"R$ 194.600,00 ";"";"";"";"Eng. Tadeu Soares Ramos Cabete";""
"Batatais";"2015";"1";"";"";"Adutora Sist. de Abast.de Agua Santa Cruz  (Materiais)";"Estrada Municipal Geraldo Marinheiro e Ayrton Sena - Araras";"";"";"?";"";"R$ 398.339,00 ";"JE. Braga Materiais - EPP";"";"";"";"";"R$ 398.339,00 ";"";"";"";"Eng. Tadeu Soares Ramos Cabete";""
"Batatais";"2015";"1";"Saneamento";"Prefeitura Municipal da Estância Turística de Batatais";"Perfuração de Poço Tubular e Aquisição e Equip. Bombeamento";"Estrada Municipal Alyrio Lellis Garci n° 2000 - Bairro Garimpo";"sim";"sim";"ok";"R$ 1.499.866,00 ";"R$ 1.231.635,17 ";"Agua Nossa-Poços Artesianos LTDA";"14/01/2015";"";"";"";"R$ 187.320,00 ";"31/10/2014";"Em andamento";"";"Eng. Tadeu Soares Ramos Cabete";""
"Batatais";"2015";"1";"Saneamento";"Prefeitura Municipal da Estância Turística de Batatais";"Inteceptor de Esgoto Bairro Cayapos";"Av. Perimetral Norte - Bairro Cayapós";"sim";"sim";"ok";"R$ 258.971,94 ";"R$ 320.093,02 ";"Gram AB Transp. Terr. C.Civil LTDA";"24/11/2014";"";"";"";"R$ 133.374,40 ";"23/11/2015";"Em andamento";"23/11/2015";"Eng. José Leandro de Lima Junior";""
"Batatais";"2015";"1";"Desporto e Lazer";"Prefeitura Municipal da Estância Turística de Batatais";"Construção da Quadra de Esportes do Bairro Riachuelo";"Avenida Moacir Dias de Morais - Riachuelo";"sim";"sim";"ok";"R$ 455.912,50 ";"R$ 449.671,75 ";"Thera Engenhaira Ltda.";"01/03/2013";"R$ 88.442,39 ";"";"";"R$ 261.057,86 ";"17/02/2016";"Em andamento";"";"Eng. Tadeu Soares Ramos Cabete";""
"Batatais";"2015";"1";"Educação";"Prefeitura Municipal da Estância Turística de Batatais";"Const. Creche Proinfancia - Morada do Verde";"Rua Cleire de Souza - Morada do Verde";"sim";"sim";"ok";"R$ 1.536.861,00 ";"R$ 1.536.861,54 ";"Casa Alta Construtora LTDA";"04/09/2014";"";"";"";"R$ 16.886,54 ";"28/05/2015";"Em Andamento";"";"Eng. Paulo Sergio Marques Moreira";""
"Batatais";"2015";"1";"Educação";"Prefeitura Municipal da Estância Turística de Batatais";"Const. Creche Padrão 01 - Miguel Valenciano";"Rua José Antonio Moura - Jd Miguel Valenciano";"sim";"sim";"ok";"R$ 1.794.865,19 ";"R$ 1.299.999,99 ";"Fanor Constr. e Incorporadora LTDA EPP";"13/10/2014";"";"";"";"R$ 570.010,20 ";"12/08/2015";"Em andamento";"";"Eng. Paulo Sergio Marques Moreira";""
"Batatais";"2015";"1";"Cultura";"Prefeitura Municipal da Estância Turística de Batatais";"Reforma Teatro Municipal - Fausto Beline Degani";"Rua DR. Chiquinho Arantes - Centro";"sim";"sim";"ok";"R$ 391.058,03 ";"R$ 298.629,55 ";"I.Nova Construtora Eireli - ME";"23/03/2015";"";"";"";"R$ 74.873,14 ";"23/01/2016";"Em andamento";"";"Eng. Klebert A. F. Cardoso";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Pav/guia/sarjetas/Rampa de acessibilidade e de Galerias";"Varios Bairros";"sim";"sim";"90.000 hab";"";" R$               1.261.890,05";"CGS Construção e Comércio Ltda - 6.652/12 - 37.740/11";"10/05/2012";" R$                      ";"5,60387254024231E-02";"100,00%";" R$       1.332.604,76 ";"                    ";"Em andamento";"";"Engº Waldomiro Fantini Jr.";""
"Bauru";"2015";"1";"Administração";"Secretaria da Educação ";"Reforma e ampliação CEMI Viaduto";"Rua Roque Urias Baptista 4-20 e 4-52";"sim";"sim";"800 alunos/ano";"2.895.878,46";" R$               2.084.892,02";"Construtora Sudano Ltda - 7479/04 - 4.969/06";"30/10/2006";" R$                      ";"0,00%";"0,99747064118937";" R$       2.079.618,58 ";"30/08/2007";"Em andamento";"";"Engº Luiz José Santoro Penna";"Aguardando laudo do Bombeiro"
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"Reforma e Ampliação EMEI Maria Izolina T. Zanetta";"Rua Felicíssimo A. Pereira 21-40 Jd. Eugênia";"sim";"sim";"400 alunos /ano";"725.235,42";" R$                  652.723,5";"Triplic Constr.Ltda – 5340/07-17.392/07";"28/04/2008";" R$                      ";"0,00%";"0,121270785426057";" R$            79.156,30 ";"24/10/2008";"Outros";"";"Engº Luiz José Santoro Penna";"Obra parada. Será feita nova licitação e novo contrato"
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"Reforma e Ampliação EMEI Pinóquio";"R. Hermínio Pinto, nº 6-31, Bairro Higienópolis";"sim";"sim";"200 alunos /ano";"715.662,61";" R$                  644.103,5";"Chammas Construções Civis Ltda – 5588/08 – 4.744/08";"14/09/2009";" R$                      ";"0,00%";"0,336052016484928";" R$          216.452,28 ";"16/08/2010";"Outros";"";"Engº Roberto Raja Gebara";"Rescisão contratual unilateral por parte da Prefeitura Novo contrato com a empresa Walp Construções e Comércio Ltda obra de responsabilidade da Secretaria Municipal de Educação"
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Pav/guia/sarjeta nas ruas em ruas do itinerário do Transp. Coletivo Urb.";"Diversas ruas de Bauru (161 quadras)";"sim";"sim";"60.000 hab";"R$ 5.113.038,00 ";" R$               4.749.500,00";"H.Aidar Pavimentação e Obras Ltda - 5755/09 - 19.382/09";"12/08/2009";" R$                      ";"0,307213708811454";"0,965060009045404";" R$       5.991.682,68 ";"11/08/2011";"Em andamento";"";"Engº Waldomiro Fantini Jr.";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Execução-guias sarj/pav.e recap.em atend a lei 5481/07-PCM";"Diversas ruas de Bauru";"sim";"sim";"10.000 hab";"R$ 4.366.750,00 ";" R$                  760.803,0";"FortPav - Pavimentação e Serviços Ltda - Ata Rg 036 - 18.477/09";"22/12/2009";" R$                      ";"0,00%";"0,80535689520997";" R$          612.717,95 ";"";"Em andamento";"";"Engº Waldomiro Fantini Jr.";""
"Bauru";"2015";"1";"Administração";"Secretaria de Esportes e Lazer";"Construção de 02 canchas de bocha no Estadio Silvio Magalhães Padilha";"Rua Saldanha da Gama, nº 2-59 - Vila Guinta";"sim";"sim";"120.000  hab";"";" R$                    93.627,";"WALP Construções e comércio Ltda - 7533/14 - 17.551/14";"27/10/2014";" R$                      ";"0,00%";"100,00%";" R$            23.394,88 ";"20/05/2015";"Concluída";"";"Engº Jorge Okama";"18/07/2015 - termo rec.provisório"
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"Construção de rede de tubos e conexões de Gás GlP ";"Rua Genaral Marcondes Salgado nº 2-56";"sim";"sim";"80 alunos/ano";"";" R$                    12.112,";"Astolfi Construtora Ltda - 7622/15 - 9.159/14";"";" R$                      ";"0,00%";"";"";"";"Contratada sem Ordem de Início de Serviços";"";"";""
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"""Construção EMEII """"FNDE - Pró-Infância - Bauru 2000""""""";"R. Luiz Marcilio Bernardo n 3-160 Núcleo Nobuji Nagasawa";"sim";"sim";"500 alunos /ano";"";" R$               1.372.923,32";"Projetando Arquitetura e Construções Ltda - 6017/10 - 29.652/07 ";"31/08/2010";" R$                      ";"1,86690907107616E-02";"0,800900293806917";" R$       1.120.102,75 ";"02/03/2011";"Em andamento";"";"Engº Maria Luiza Muller Ferreira";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Drenagem de águas pluviais – B. Pousada da Esperança I, 6041/10 - 45.709/09";"Diversas ruas do Bairro Pousada da Esperança";"sim";"sim";"15.000 hab";"";" R$                  307.288,2";"CGS Rio Preto Conserva Ltda - 6041/10 - 45.709/09";"06/08/2010";" R$                      ";"0,00%";"0,999999934914537";" R$          307.288,26 ";"06/02/2011";"Em andamento";"";"Engª Maria Eunice Motta Zanotto";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Execução de pavimentação, sarjetas,rampas de acessibilidade e 01 placa de obra - Jd Solange";"Diversas ruas do Jardim Solange";"sim";"sim";" 9.600 hab ";"";" R$               1.727.659,35";"CGS Construção e Comércio Ltda - 7583/14 - 34.056/14";"07/01/2015";"";"";"98,77%";" R$       1.706.473,72 ";"26/06/2015";"Em andamento";"";"Engº Waldomiro Fantini Jr.";""
"Bauru";"2015";"1";"Administração";"Secretaria do Meio Ambiente";"Construção da Praça no Jardim Godoy";"Rua Napoleão Bianconcine, esquina c/ rua Francisco Augusto";"sim";"sim";"50.000 hab";"";" R$                  518.362,7";"WALP Construções e comércio Ltda - 7543/14 - 27.517/12";"23/02/2015";"";"";"17,11%";" R$                         - ";"11/05/2016";"Em andamento";"";"Engª Ana Maria de Oliveira Carbonieri";""
"Bauru";"2015";"1";"Administração";"Secretaria do Meio Ambiente";"Remodelação e reforma da Praça Rui Barbosa";"entre as ruas Gustavo Maciel,Primeiro de agosto,Antonio Alves e Batista de Carvalho";"sim";"sim";"355.000 hab";"";" R$                  566.306,2";"Astolfi Construtora Ltda - 7571/14 - 32.771/14";"23/02/2015";"";"";"40,44%";" R$            25.845,63 ";"09/06/2016";"Em andamento";"";"Engº Jorge Okama";""
"Bauru";"2015";"1";"Administração";"Gabinete";"Reforma da Calçada e construção de pista de piso sintético e rampas de acesso ao passeio público na base de bombeiro da vila falcão";"Rua Carlos de Campo, qt 05 - Vila Pacifico";"sim";"sim";"7.000 hab";"";" R$                  109.859,8";"WALP Construções e comércio Ltda - 7490/14 - 29.397/13";"";"";"";"";" R$                         - ";"26/12/2014";"Contratada sem Ordem de Início de Serviços";"";"";"rescisão contratual amigavel - 06/05/2015"
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Projeto de Interligação entre bairros - Transposição do Córrego Barreirinho";"Varios Bairros";"sim";"sim";"10.000 hab";"";" R$               1.601.823,28";"Zopone - 6870/12 -  48.289/2009";"14/12/2012";" R$                      ";"0,00%";"100,00%";" R$       2.642.960,55 ";"10/04/2015";"Concluída";"";"Engº Elaine C. Orti Araujo";""
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"Reforma e Ampliação do Prédio da EMEF Thereza Tarzia";"Av Antonio Montebugnoli n° 6-32 Q 2280 Núcleo Habitacional Nobuji Nagasawa";"sim";"sim";"600 alunos /ano";"";" R$               1.079.646,30";"Sorobase Engenharia e Construções Ltda - 6187/10 - 26.322/09";"31/05/2011";" R$                      ";"0,234733893868761";"100,00%";" R$       1.313.142,88 ";"31/03/2012";"Concluída";"27/09/2013";"Eng° Paula Sumie Watanabe";""
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"Reforma e Ampliação da EMEII Irene Chermont";"Alameda dos Crisântemos Q 5 s/n Pq Vista Alegre";"sim";"sim";"400 alunos /ano";"";" R$                    22.518,";"Negrão & Negrão Construtora Ltda - ME 6161/10 - 36.401/09";"31/05/2011";" R$                      ";"0,00%";"0,00%";" R$                         - ";"31/08/2011";"Parada / Falta de Recursos";"";"Eng° Ana Maria de Oliveira Carbonieri - José Rodrigo de Oliveira";"Rescisão de contrato pela Secretaria dos Negócios Jurídicos"
"Bauru";"2015";"1";"Administração";"Secretaria da Saúde";"Reforma e Adaptação da Unidade Básica de Saúde Fámilia UBS";"R. Antonio Jerônimo da Silva, Pousada da Esperança ";"sim";"sim";"8.000 hab";"";" R$                  310.782,6";"Construtora Rio Obras Comércio de Materiais para Construção Ltda - 6260/11 - 49.286/10";"13/10/2011";" R$                      ";"0,168107325167605";"0,995039576754917";" R$          361.226,72 ";"13/10/2012";"Concluída";"";"Eng° Fernando Machado da Silva";"Falta entrega do termo de recebimento"
"Bauru";"2015";"1";"Administração";"Secretaria da Saúde";"Construção de Unidade da Saúde da Família";"R. Lucia São Pedro n° 2-54, Nova Bauru";"sim";"sim";"9.000 hab";"";" R$                  339.237,9";"Simieng Comércio e Construções Ltda - EPP - 6309/11 - 49.287/10";"26/04/2011";" R$                      ";"0,225331871782973";"100,00%";" R$          415.679,06 ";"26/10/2011";"Em andamento";"";"Engº Roberto Raja Gebara";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Construção de Barragem de Contenção no Córrego Água do Sobrado";"Córrego Água do Sobrado";"sim";"sim";"7.000 hab";"";" R$               3.628.431,54";"H. Aidar Pavimentação e Obras Ltda - 6130/10 - 48.293/09";"02/05/2011";" R$                      ";"0,088259126972532";"1,00040081559131";" R$       3.950.256,43 ";"02/05/2012";"Concluída";"";"Engº Luiz José Santoro Penna e Eng° Elaine de Cássia Orti de Araújo";"28/01/2015 - Termo rec. Provisório"
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Recapeamento Asfáltico, Regularização do Pavimento e Fornecimento e Assentamento de Sarjeões";"Diversas ruas de Bauru";"sim";"sim";"100.000 hab";"";" R$               4.722.000,00";"H. Aidar Pavimentação e Obras Ltda - 6570/11 - 25.000/11";"15/12/2011";" R$                      ";"16,00%";"100,00%";" R$       5.470.665,55 ";"15/12/2013";"Concluída";"24/06/2015";"Engº Waldomiro Fantini Jr.";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Recapeamento Asfáltico, Regularização do Pavimento e Fornecimento e Assentamento de Sarjeões";"Diversas ruas de Bauru";"sim";"sim";"100.000 hab";"";" R$               4.710.000,00";"Jaupavi Terraplenagem e Pavimentação Ltda - 6569/11 -  25.000/11";"19/12/2011";" R$                      ";"16,00%";"0,991534629182224";" R$       5.417.348,60 ";"19/12/2013";"Concluída";"";"Engº Waldomiro Fantini Jr.";"18/11/14 - Termo rec.provisório"
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Recapeamento Asfáltico, Regularização do Pavimento e Fornecimento e Assentamento de Sarjeões";"Diversas ruas de Bauru";"sim";"sim";"100.000 hab";"";" R$               4.710.000,00";"FortPav - Pavimentação e Serviços Ltda - 6571/11 - 25.000/11";"19/12/2011";" R$                      ";"16,00%";"100,00%";" R$       5.172.601,57 ";"19/12/2013";"Concluída";"15/06/2015";"Engº Waldomiro Fantini Jr.";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Pavimentação asfáltica, Guias e Sarjetas, Rampa de Acessibilidade e de Galeria de Águas Pluviais";"Jardim TV ou Vila Garcia";"sim";"sim";"25.000 hab";"         ";"R$ 1.121.677,99";"H. Aidar Pavimentação e Obras Ltda - 7.098/13 - 42.784/12";"23/12/2013";" R$ ";"";"100,00%";" R$          881.311,73 ";"23/06/2014";"Concluída";"";"Eng° Fernando Machado da Silva";"02/10/2014 - Termo rec. Provisório"
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Execução de Serviços de Galerias";"Diversas ruas de Bauru";"sim";"sim";"110.000 hab";"";" R$               8.360.730,01";"Demop Participações Ltda - 6500/11 - 25.367/10";"19/09/2011";" R$                      ";"0,142057411084849";"0,999999996858123";" R$       9.548.433,64 ";"19/09/2013";"Em andamento";"";"Engª Maria Eunice Motta Zanotto";""
"Bauru";"2015";"1";"Administração";"Secretaria de Esportes e Lazer";"Construção da Pista de Aquecimento em piso de sintético para atletismo";"Av. Valdemar Guimarães Ferreira,  s/n - jd prudência";"sim";"sim";"                                   6.000 hab";"";" R$                  369.715,6";"Coxport Engenharia e Comércio Ltda. 7540/14 - 15.643/14";"30/03/2015";"";"";"12,19%";" R$                         - ";"05/11/2015";"Em andamento";"";"Engª Renata Sajovic Martins";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Contrução da Pista de Skate";"Vila Aeroporto";"sim";"sim";"                                 26.000 hab";"";" R$                  692.939,3";"Walp Construções e Comércio Ltda - 7.374/14 - 36.151/12";"23/02/2015";"";"";"23,25%";" R$                         - ";"22/11/2015";"Em andamento";"";"Engº Luiz José Santoro Penna e Eng° Elaine de Cássia Orti de Araújo";""
"Bauru";"2015";"1";"Administração";"Secretaria do Bem-Estar Social";"Construção do Centro de Convivência do Idoso CCI";"R. Gumercindo da Cruz, qd 02, Jardim Carolina";"sim";"sim";"550 hab";"";" R$                  796.510,2";"MAF Construtora Ltda - EPP - 6455/11 - 49.384/10";"13/03/2012";" R$                      ";"8,55951843832564E-02";"0,228922311335838";" R$          197.946,30 ";"13/08/2013";"Parada / Falta de Recursos";"";"Eng° Ana Maria de Oliveira Carbonieri";"Obra em Processo Judicial "
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Recapeamento Asfáltico, Regularização do Pavimento e Fornecimento e Assentamento de Sarjeões";"Diversas ruas de Bauru";"sim";"sim";"100.000 hab";"";" R$               4.720.000,00";"CGS Rio Preto Conserva Ltda - 6572/11 - 25.000/11";"02/01/2012";" R$                      ";"16,00%";"100,00%";" R$       5.465.400,73 ";"02/01/2014";"Concluída";"19/03/2015";"Engº Waldomiro Fantini Jr.";""
"Bauru";"2015";"1";"Administração";"Secretaria de Cultura";"Reforma dos Prédios da Estação Paulista";"R. Agenor Meira s/n°, Centro";"sim";"sim";"                               120.000 hab";"";"R$ 639.184,31";"Walp Construções e Comércio Ltda - 7.042/13 - 53.032/2012";"30/12/2013";" R$                      ";"0,00%";"6,36448194418289E-02";" R$            40.680,77 ";"30/10/2014";"Em andamento";"";"Eng° Ana Maria de Oliveira Carbonieri";""
"Bauru";"2015";"1";"Administração";"Secretaria de Agricultura";"Construção de Prédio em alvenaria de tijolos para funcionar 01 sanitário e três depositos";"";"sim";"sim";"2.000 hab";"";" R$                  135.968,9";"S.S.M Construções e Instalações Ltda - EPP -7.323/14 - 19.655/13";"03/07/2014";" R$                      ";"";"100,00%";" R$          145.487,20 ";"17/12/2014";"Concluída";"";"Engª Ana Paula Benicá e Engª Luciana Garcia Campos";"19/03/2015 - Termo rec. Provisório"
"Bauru";"2015";"1";"Administração";"Secretaria do Meio Ambiente";"Urbanização de Praças (vila Industrial Nucleo Otavio Rasi e Tangaras";"Vila Industrial Nucleo Otavio Rasi e Tangaras";"sim";"sim";"35.000 hab";"";" R$                  555.629,3";"Walp Construções e Comércio Ltda - 6491/11 - 13.121/06";"02/04/2012";" R$                      ";"3,08037391116703E-02";"100,00%";" R$          572.744,76 ";"02/12/2013";"Concluída";"24/06/2014";"Arq° Alexandre Antonio Ferraz de Arruda";""
"Bauru";"2015";"1";"Administração";"Secretaria do Bem-Estar Social";"Construção de 01 cozinha comunitária para servir refeições e treinamento com área construida";"Rua Higa Ancho qt. 02, esq. c/ Av. Lucio Luciano qt.03";"sim";"sim";"                                 20.000 hab";"";" R$                  449.978,4";"Walp Construções e Comércio Ltda - 7463/14 - 32.744/11";"09/02/2015";"";"";"32,19%";" R$            12.578,22 ";"13/02/2016";"Em andamento";"";"Arq° Alexandre Antonio Ferraz de Arruda";""
"Bauru";"2015";"1";"Administração";"Secretaria da Saúde";"Construção de Unidade de Atenção Basica de Saúde";"Nucleo Mary Dota";"sim";"sim";"                                 20.000 hab";"";" R$                  859.996,1";"Walp Construções e Comércio Ltda - 6589/11 - 49.279/10";"25/06/2012";" R$                      ";"0,242350026443724";"0,996322893609465";" R$       1.064.487,51 ";"                    ";"Em andamento";"";"Engº Maria Luiza Muller Ferreira";""
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"""Demolição do prédio  existente e construção de um novo """"EMEI Chapeuzinho Vermelho""""""";"R. Tamandaré n° 29-74, Vila Ipiranga";"sim";"sim";"900 alunos /ano";"";" R$               1.103.422,34";"Walp Construções e Comércio Ltda - 6.661/12 - 7.913/11";"17/07/2012";" R$                      ";"9,56801726526581E-02";"0,583245854554695";" R$          705.143,06 ";"                    ";"Em andamento";"";"";""
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"""Ampliação e Demolição do prédio da """"EMEII """"Maria Izolina Theodoro""""""";"R. Felicíssimo Antonio Pereira n° 21-40, Jardim Eugênia";"sim";"sim";"1300 alunos /ano";"";" R$               1.649.883,19";"Walp Construções e Comércio Ltda - 6.660/12 - 23.258/09";"17/07/2012";" R$                      ";"0,00%";"0,999999890901367";" R$       1.649.883,01 ";"                    ";"Em andamento";"";"Engº Maria Luiza Muller Ferreira";""
"Bauru";"2015";"1";"Administração";"Secretaria de Obras";"Construção do Viaduto para ligação dos Bairros Vila Falcão e Jardim Bela Vista";"Vila Falcão e Jardim Bela Vista";"sim";"sim";"100.000 hab";"";" R$               5.916.763,84";"BEMA Empreendimentos Importação e Construções Ltda - 6.536/11 - 3.463/10";"09/01/2012";" R$                      ";"0,00%";"0,840868867600435";" R$       4.975.222,51 ";"                    ";"Em andamento";"";"Eng° Almir Oliva Ferreira Garcia";""
"Bauru";"2015";"1";"Administração";"Secretaria da Saúde";"Construção de UBS Vila Independência ";"Vila Independência";"sim";"sim";"70.000 hab";"";" R$                  993.504,3";"Construtora Rio Obras Comércio de Materiais para Construção Ltda - 7.146/13 - 48.301/11";"12/12/2013";" R$                      ";"0,247875187900542";"100,00%";" R$       1.115.361,59 ";"12/06/2014";"Concluída";"";"Eng° Ana Maria de Oliveira Carbonieri";"07/07/2015 - Termo rec. Provisório"
"Bauru";"2015";"1";"Administração";"Secretaria da Saúde";"Reforma e Ampliação do Núcleo de Saúde Geisel";"R. Anthero Donini, S/N - Núcleo Habitacional Presidente Geisel";"sim";"sim";"80.000 hab";"";" R$                  724.824,0";"E.A.R. Construções e Instalações Ltda - 6.708/12 - 32.005/11";"27/06/2012";" R$                      ";"0,098163257689918";"100,00%";" R$          795.975,14 ";"                    ";"Concluída";"24/09/2014";"Arq° Alexandre Antonio Ferraz de Arruda";""
"Bauru";"2015";"1";"Administração";"Secretaria da Saúde";"Construção de Unidade da Saúde da Família";"R. Joaquim Ramos Falcão, Mary Dota/Chapadão";"sim";"sim";"100.000 hab";"";" R$                  983.035,0";"Construtora Rio Obras Comércio de Materiais para Construção Ltda - 7.147/13 - 49.292/10";"12/12/2013";" R$                      ";"0,248513649146959";"100,00%";" R$       1.102.218,02 ";"12/06/2014";"Concluída";"";"Arq° Alexandre Antonio Ferraz de Arruda";"Falta entrega do termo de recebimento"
"Bauru";"2015";"1";"Administração";"Secretaria da Educação";"""Construção do Prédio da EMEII """"FNDE - PRÓ-INFANCIA - Moradas Buriti""";"Parque Roosevelt";"sim";"sim";"600 alunos/ano";"";" R$               2.086.404,24";"Construtora Jordão & Bergamin Ltda - 7.168/13 - 67.618/12";"15/05/2014";" R$                      ";"0,00%";"40,84%";" R$          708.417,76 ";"                    ";"Em andamento";"";"Eng° Ana Maria de Oliveira Carbonieri";""
"Bauru";"2015";"1";"Administração";"Secretaria da Saúde";"Construção da Unidade de Saúde da Família";"R. Bernardino de Campos Qd 23 Vila Celina";"sim";"sim";"115.000 hab";"";" R$                  893.723,3";"Walp Construções e Comércio Ltda - 6.599/11 - 49.295/10";"25/06/2012";" R$                      ";"0,00%";"1,22595979306259";" R$       1.095.668,93 ";"                    ";"Concluída";"";"Eng° Fernando Machado da Silva";"Falta entrega do termo de recebimento"
